age,job,education,balance,contact,deposit
43,admin.,tertiary,2283.97,cellular,no
27,admin.,secondary,262.2,cellular,yes
70,management,tertiary,732.39,cellular,yes
76,self-employed,secondary,1253.42,unknown,yes
39,blue-collar,primary,598.12,cellular,no
68,entrepreneur,secondary,992.64,cellular,no
65,services,unknown,1441.33,cellular,no
38,admin.,unknown,7396.69,unknown,yes
39,student,tertiary,2231.36,cellular,yes
47,admin.,secondary,330.84,cellular,no
42,self-employed,tertiary,1712.92,cellular,yes
45,services,secondary,3646.43,cellular,no
82,admin.,primary,1948.71,telephone,no
62,blue-collar,tertiary,2527.5,cellular,yes
85,student,unknown,372.04,unknown,no
24,self-employed,tertiary,1438.17,unknown,yes
66,technician,tertiary,1622.53,cellular,yes
26,technician,tertiary,3077.36,unknown,yes
53,management,secondary,562.79,unknown,no
18,retired,secondary,2367.95,cellular,yes
27,blue-collar,tertiary,1287.93,unknown,yes
53,technician,primary,1563.44,cellular,yes
90,self-employed,tertiary,1148.16,cellular,yes
63,retired,primary,1897.33,cellular,yes
49,unemployed,primary,457.4,unknown,yes
49,management,tertiary,7823.53,cellular,no
23,management,secondary,550.47,telephone,yes
65,student,tertiary,312.4,cellular,no
55,management,secondary,755.18,unknown,no
34,entrepreneur,secondary,2728.36,unknown,no
91,self-employed,secondary,709.03,telephone,yes
44,blue-collar,unknown,1224.79,cellular,yes
71,management,secondary,320.35,cellular,no
67,admin.,tertiary,1204.81,unknown,yes
52,admin.,primary,1959.72,telephone,yes
42,technician,tertiary,370.22,cellular,no
45,technician,tertiary,1939.96,cellular,no
32,technician,tertiary,2548.79,cellular,no
21,services,secondary,3062.14,unknown,no
90,services,secondary,463.13,unknown,no
44,management,unknown,3109.59,unknown,yes
43,admin.,secondary,4673.32,cellular,no
36,admin.,tertiary,2393.77,cellular,no
34,blue-collar,tertiary,356.52,cellular,no
60,management,secondary,1164.74,unknown,no
58,management,unknown,6412.37,unknown,yes
59,retired,tertiary,2236.51,cellular,yes
67,blue-collar,secondary,2968.41,cellular,no
57,management,unknown,1206.17,cellular,no
56,retired,tertiary,528.63,unknown,no
40,self-employed,secondary,506.04,cellular,yes
69,unemployed,tertiary,304.45,unknown,no
64,management,secondary,2660.68,cellular,yes
80,retired,tertiary,3737.07,cellular,no
86,technician,secondary,1797.28,telephone,no
60,management,tertiary,2393.72,unknown,no
65,student,tertiary,1597.87,cellular,no
51,management,primary,888.76,cellular,no
57,unknown,tertiary,1056.41,unknown,yes
92,management,secondary,4069.38,cellular,no
78,student,primary,1551.75,unknown,yes
67,management,tertiary,979.24,cellular,no
84,admin.,tertiary,8516.91,unknown,no
79,management,secondary,848.52,cellular,no
75,technician,primary,4507.3,cellular,yes
50,admin.,primary,3647.03,unknown,yes
92,blue-collar,tertiary,627.26,cellular,no
33,technician,primary,1141.14,cellular,yes
65,blue-collar,secondary,7168.57,cellular,yes
27,services,primary,1050.39,cellular,no
55,technician,secondary,254.08,cellular,yes
36,student,secondary,1144.09,cellular,no
53,services,tertiary,1708.53,cellular,no
76,retired,tertiary,2604.96,cellular,yes
80,retired,secondary,7995.12,unknown,yes
94,management,secondary,5150.39,cellular,yes
63,housemaid,secondary,4219.16,cellular,no
20,blue-collar,secondary,297.33,cellular,no
91,management,secondary,2266.26,cellular,yes
82,entrepreneur,secondary,1523.23,unknown,yes
25,technician,secondary,325.67,cellular,no
68,management,unknown,2806.45,cellular,no
90,self-employed,tertiary,950.09,cellular,no
23,retired,secondary,4181.52,cellular,yes
56,blue-collar,unknown,193.78,unknown,no
77,blue-collar,tertiary,4578.85,unknown,yes
45,unemployed,secondary,1084.58,cellular,yes
71,self-employed,secondary,471.23,cellular,no
54,technician,secondary,2804.41,cellular,yes
26,technician,secondary,4612.75,unknown,yes
73,management,secondary,5174.45,cellular,yes
76,blue-collar,tertiary,4613.66,cellular,yes
19,technician,tertiary,1744.27,telephone,no
78,admin.,tertiary,3677.94,cellular,yes
75,services,secondary,495.92,cellular,no
77,self-employed,tertiary,1060.25,unknown,no
57,blue-collar,tertiary,1137.61,unknown,no
53,management,unknown,2007.36,cellular,yes
54,technician,secondary,1160.05,cellular,yes
35,services,primary,2272.36,unknown,no
80,technician,primary,361.09,cellular,yes
39,admin.,tertiary,1455.65,unknown,no
28,housemaid,tertiary,1705.22,unknown,no
75,student,secondary,415.09,cellular,no
74,technician,unknown,2723.91,cellular,no
94,admin.,secondary,2780.13,cellular,yes
21,services,tertiary,2986.25,cellular,yes
24,management,secondary,1067.54,unknown,no
78,technician,secondary,5331.75,unknown,yes
71,services,tertiary,4904.29,cellular,yes
85,technician,primary,1022.64,telephone,no
18,blue-collar,secondary,658.54,telephone,no
72,blue-collar,unknown,952.39,cellular,yes
20,retired,tertiary,766.34,cellular,yes
55,management,secondary,8594.8,cellular,yes
18,housemaid,secondary,1993.48,unknown,yes
55,self-employed,tertiary,3546.26,cellular,no
46,technician,secondary,947.14,cellular,yes
22,technician,secondary,3571.23,unknown,yes
91,management,secondary,5134.81,unknown,yes
38,admin.,secondary,1818.66,telephone,yes
88,management,tertiary,1511.74,cellular,no
84,management,secondary,4111.56,telephone,no
64,management,secondary,4590.92,cellular,no
52,services,secondary,2863.02,unknown,no
85,management,secondary,3361.23,cellular,yes
86,self-employed,secondary,1715.67,unknown,no
18,technician,tertiary,626.69,unknown,no
85,blue-collar,tertiary,2102.0,cellular,no
29,admin.,secondary,5893.62,unknown,no
77,admin.,secondary,1253.6,telephone,no
44,management,secondary,1263.72,cellular,yes
73,admin.,secondary,1477.92,cellular,no
40,admin.,tertiary,1983.65,unknown,no
42,technician,secondary,476.94,unknown,no
38,management,secondary,3895.17,unknown,yes
78,blue-collar,tertiary,1977.79,cellular,yes
80,technician,secondary,1660.27,unknown,no
69,blue-collar,tertiary,3118.8,cellular,yes
42,technician,tertiary,947.85,cellular,yes
72,retired,secondary,2795.57,unknown,yes
63,management,tertiary,2888.59,cellular,yes
49,blue-collar,tertiary,908.37,cellular,no
72,student,secondary,987.53,telephone,yes
22,self-employed,tertiary,744.57,cellular,no
53,admin.,primary,3448.71,cellular,yes
66,entrepreneur,unknown,5625.99,cellular,no
75,admin.,tertiary,2442.91,cellular,no
56,self-employed,primary,3134.47,telephone,no
78,services,secondary,1264.9,unknown,no
26,management,tertiary,1385.52,cellular,yes
23,admin.,secondary,454.73,cellular,no
52,admin.,secondary,2945.27,unknown,yes
56,blue-collar,tertiary,932.33,cellular,no
39,self-employed,tertiary,4902.65,cellular,yes
58,retired,secondary,1096.77,cellular,yes
22,blue-collar,tertiary,451.69,cellular,no
59,blue-collar,secondary,396.59,telephone,no
93,technician,secondary,3401.46,unknown,yes
84,admin.,secondary,593.54,cellular,no
47,admin.,secondary,1045.37,cellular,yes
74,services,secondary,4255.75,cellular,yes
90,technician,tertiary,1807.52,cellular,no
46,admin.,secondary,560.86,cellular,yes
54,technician,secondary,2743.17,cellular,yes
30,technician,tertiary,746.32,unknown,no
49,housemaid,tertiary,1519.77,telephone,no
63,technician,secondary,2775.44,cellular,yes
40,management,secondary,756.1,cellular,no
62,management,secondary,3280.75,unknown,no
34,management,tertiary,421.65,cellular,no
83,admin.,primary,575.5,cellular,no
23,services,tertiary,5361.79,cellular,no
35,admin.,secondary,816.66,cellular,yes
39,management,tertiary,6090.45,cellular,yes
50,technician,secondary,2110.01,telephone,no
47,management,secondary,278.83,cellular,no
49,blue-collar,secondary,1636.24,cellular,yes
59,management,tertiary,1398.85,cellular,no
27,management,tertiary,5609.12,cellular,yes
53,management,tertiary,1800.89,cellular,yes
51,unemployed,tertiary,2190.83,unknown,yes
90,technician,secondary,238.16,cellular,no
45,blue-collar,secondary,1806.97,telephone,yes
28,blue-collar,tertiary,666.93,unknown,no
56,management,tertiary,238.68,unknown,no
64,services,tertiary,10089.02,cellular,yes
36,management,secondary,3125.31,cellular,yes
32,admin.,tertiary,579.97,cellular,yes
45,admin.,secondary,2437.85,cellular,yes
41,admin.,tertiary,2669.73,cellular,no
89,technician,secondary,164.39,telephone,no
26,management,primary,3898.56,unknown,yes
64,unemployed,secondary,507.03,cellular,no
50,technician,tertiary,409.62,unknown,no
79,self-employed,tertiary,1819.54,cellular,no
36,self-employed,secondary,1660.68,cellular,no
84,self-employed,secondary,1737.15,cellular,no
91,unemployed,tertiary,1475.02,cellular,yes
57,services,secondary,2910.3,cellular,no
64,admin.,secondary,1596.91,cellular,no
82,management,unknown,4103.85,cellular,yes
46,management,tertiary,1094.96,cellular,yes
67,unemployed,secondary,3002.63,cellular,yes
30,student,tertiary,957.97,cellular,no
18,management,tertiary,1129.25,cellular,no
51,services,primary,3728.49,cellular,yes
65,technician,tertiary,784.62,cellular,yes
94,admin.,primary,1453.0,cellular,no
65,management,secondary,2416.68,cellular,no
66,management,tertiary,2378.48,cellular,no
81,blue-collar,secondary,1417.07,unknown,no
78,management,secondary,1253.4,cellular,yes
46,housemaid,tertiary,2267.03,cellular,yes
56,retired,secondary,5318.34,cellular,yes
43,unemployed,tertiary,988.79,cellular,no
34,technician,primary,2345.4,telephone,no
88,unemployed,secondary,370.37,cellular,no
30,blue-collar,secondary,1003.61,cellular,yes
86,technician,tertiary,997.75,cellular,no
43,technician,primary,2196.31,cellular,yes
66,unknown,tertiary,806.08,telephone,no
84,admin.,tertiary,3787.39,cellular,yes
24,management,secondary,409.13,cellular,no
75,services,secondary,3521.91,cellular,yes
66,blue-collar,tertiary,4199.2,cellular,yes
70,unemployed,secondary,3364.79,cellular,yes
82,services,primary,3426.22,unknown,yes
79,management,secondary,1501.54,cellular,yes
34,student,tertiary,975.27,cellular,no
60,blue-collar,tertiary,8820.47,cellular,yes
42,housemaid,tertiary,2481.0,unknown,yes
20,management,tertiary,4177.43,cellular,no
46,technician,primary,1834.31,cellular,yes
49,management,unknown,965.81,cellular,no
43,blue-collar,primary,2670.42,cellular,yes
33,admin.,primary,1371.95,unknown,no
42,technician,tertiary,1469.23,cellular,no
71,admin.,tertiary,724.63,cellular,no
45,management,secondary,2568.16,telephone,no
90,blue-collar,secondary,1166.37,cellular,no
73,admin.,secondary,1036.93,unknown,yes
82,blue-collar,secondary,2412.22,cellular,yes
58,self-employed,secondary,2981.89,cellular,yes
68,technician,secondary,885.99,cellular,yes
88,blue-collar,primary,181.82,unknown,no
46,student,primary,2696.82,cellular,no
36,self-employed,secondary,5853.93,cellular,no
83,technician,secondary,382.77,cellular,no
58,admin.,primary,4528.79,cellular,no
62,technician,primary,1309.66,cellular,yes
32,blue-collar,primary,4517.34,cellular,no
20,blue-collar,unknown,1832.07,cellular,no
28,blue-collar,unknown,3405.61,cellular,no
70,services,secondary,2537.56,cellular,no
63,technician,secondary,929.15,cellular,yes
47,management,tertiary,2543.9,cellular,yes
74,management,secondary,1775.66,cellular,yes
35,blue-collar,primary,386.71,cellular,no
68,management,tertiary,3234.86,cellular,yes
65,services,tertiary,5137.57,cellular,yes
83,services,secondary,568.88,unknown,no
25,technician,tertiary,4018.12,cellular,yes
39,technician,tertiary,981.49,cellular,yes
23,admin.,primary,1718.92,telephone,no
93,services,secondary,604.46,cellular,no
74,admin.,primary,1501.66,cellular,yes
53,technician,primary,3176.09,unknown,no
74,blue-collar,tertiary,3169.35,cellular,yes
66,services,tertiary,2936.33,unknown,yes
62,blue-collar,tertiary,2383.12,cellular,yes
83,blue-collar,secondary,1160.86,unknown,no
94,management,secondary,2159.04,cellular,no
62,self-employed,primary,2021.57,telephone,yes
37,admin.,tertiary,360.44,cellular,no
81,blue-collar,secondary,1483.98,cellular,yes
84,self-employed,tertiary,438.96,unknown,no
20,entrepreneur,secondary,4019.69,cellular,yes
71,technician,secondary,763.62,unknown,no
81,services,tertiary,2904.98,cellular,yes
57,technician,secondary,998.69,unknown,no
76,retired,secondary,2579.59,cellular,yes
72,blue-collar,secondary,2219.12,telephone,yes
79,services,tertiary,4094.78,cellular,no
21,management,secondary,266.2,cellular,no
77,blue-collar,secondary,1935.9,cellular,no
92,management,secondary,1893.47,unknown,yes
47,unemployed,secondary,5502.94,unknown,yes
19,blue-collar,secondary,946.55,unknown,no
79,admin.,secondary,1817.02,cellular,yes
66,retired,secondary,391.08,cellular,no
26,technician,primary,867.17,cellular,yes
48,management,secondary,1112.96,cellular,no
78,self-employed,secondary,2912.81,cellular,no
65,entrepreneur,secondary,790.75,cellular,no
42,management,secondary,549.01,cellular,no
53,services,tertiary,719.2,cellular,no
25,technician,secondary,271.58,cellular,no
90,management,secondary,4135.75,cellular,no
75,admin.,secondary,3326.48,unknown,no
62,management,tertiary,709.14,unknown,no
79,admin.,secondary,663.17,unknown,no
56,services,tertiary,3589.33,cellular,no
75,technician,secondary,1174.38,unknown,yes
81,student,secondary,1512.38,cellular,no
61,blue-collar,tertiary,3984.79,unknown,no
46,services,tertiary,1994.11,telephone,yes
76,admin.,tertiary,76.54,cellular,no
88,management,secondary,1370.5,unknown,yes
26,technician,tertiary,5329.91,cellular,yes
23,management,secondary,668.39,cellular,yes
46,unemployed,tertiary,983.6,cellular,no
75,retired,tertiary,2933.4,cellular,yes
34,retired,secondary,3236.83,unknown,yes
33,management,tertiary,2612.47,telephone,yes
20,unknown,tertiary,814.77,cellular,yes
38,self-employed,secondary,1577.38,unknown,no
81,management,primary,2422.57,unknown,yes
53,services,primary,759.12,cellular,no
79,management,secondary,3661.71,cellular,yes
59,technician,primary,325.49,unknown,no
93,retired,secondary,1496.31,cellular,yes
59,management,tertiary,888.04,unknown,no
78,admin.,primary,1711.62,unknown,yes
30,technician,tertiary,2002.66,cellular,no
28,management,secondary,2382.95,cellular,no
71,entrepreneur,primary,2242.87,cellular,yes
33,management,secondary,3318.81,cellular,yes
25,blue-collar,secondary,1933.75,unknown,yes
76,services,secondary,616.38,cellular,no
74,management,primary,1083.97,cellular,yes
57,management,primary,1815.27,cellular,yes
76,blue-collar,secondary,401.63,cellular,no
19,admin.,primary,697.94,cellular,no
93,management,secondary,772.3,cellular,no
27,services,unknown,1677.74,cellular,yes
61,services,tertiary,1523.19,cellular,yes
28,self-employed,secondary,4522.85,unknown,yes
19,technician,secondary,1110.72,unknown,yes
67,services,secondary,3730.38,cellular,no
29,management,secondary,887.95,cellular,no
40,entrepreneur,tertiary,1328.88,cellular,no
35,management,secondary,236.78,cellular,no
79,blue-collar,unknown,2302.92,cellular,yes
79,unemployed,tertiary,3693.14,cellular,yes
55,services,tertiary,2543.88,cellular,yes
84,management,secondary,567.42,cellular,no
55,services,primary,1313.57,cellular,no
84,unemployed,tertiary,1883.43,cellular,yes
78,admin.,primary,1405.9,cellular,yes
18,services,unknown,1856.73,cellular,yes
62,blue-collar,secondary,893.22,unknown,no
45,management,secondary,2955.63,cellular,yes
38,management,primary,1634.35,unknown,no
30,management,primary,2716.3,cellular,yes
44,technician,tertiary,1455.95,cellular,no
24,management,secondary,2479.93,telephone,no
39,management,tertiary,4151.29,cellular,yes
91,housemaid,secondary,565.65,cellular,yes
70,technician,secondary,1398.11,cellular,yes
21,entrepreneur,secondary,1699.26,cellular,yes
40,retired,secondary,568.63,cellular,no
87,admin.,secondary,857.54,unknown,yes
93,blue-collar,unknown,607.8,cellular,no
50,admin.,primary,2722.0,telephone,no
45,student,primary,1653.39,unknown,yes
25,entrepreneur,primary,672.66,unknown,no
18,services,secondary,1459.97,cellular,no
54,technician,primary,2606.32,cellular,yes
80,management,primary,2890.02,cellular,yes
39,services,primary,1278.66,unknown,yes
87,management,tertiary,770.58,cellular,yes
38,services,secondary,1890.89,telephone,yes
52,retired,secondary,901.78,cellular,no
22,technician,secondary,1754.42,unknown,yes
77,unemployed,unknown,969.29,cellular,no
63,blue-collar,secondary,1691.11,cellular,no
67,management,primary,2479.14,telephone,yes
65,unemployed,secondary,1844.84,unknown,yes
23,technician,tertiary,983.2,unknown,yes
73,admin.,secondary,2907.28,cellular,yes
76,retired,secondary,3315.18,telephone,no
46,management,secondary,3994.26,unknown,yes
88,management,tertiary,6351.69,unknown,yes
94,housemaid,secondary,280.44,unknown,no
35,self-employed,tertiary,442.37,unknown,no
19,retired,secondary,1366.01,cellular,yes
25,blue-collar,primary,541.54,unknown,no
92,admin.,secondary,564.76,cellular,yes
71,technician,tertiary,2524.75,unknown,yes
55,blue-collar,secondary,1437.58,cellular,yes
65,management,tertiary,575.17,cellular,no
